web-scraper-order,web-scraper-start-url,show,show-href,title,channel,views,comments,ad_links,ad_links-href
"1740706190-108","https://vkvideo.ru/trends","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","https://vkvideo.ru/video-218565915_456240850","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","Асафьев Стас","317 тыс просмотров·2 дня назад","","14:21","https://vkvideo.ru/video-218565915_456240850?t=0h14m21s"
"1740706190-109","https://vkvideo.ru/trends","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","https://vkvideo.ru/video-218565915_456240850","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","Асафьев Стас","317 тыс просмотров·2 дня назад","","17:00","https://vkvideo.ru/video-218565915_456240850?t=0h17m0s"
"1740706190-110","https://vkvideo.ru/trends","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","https://vkvideo.ru/video-218565915_456240850","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","Асафьев Стас","317 тыс просмотров·2 дня назад","","19:56","https://vkvideo.ru/video-218565915_456240850?t=0h19m56s"
"1740706190-111","https://vkvideo.ru/trends","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","https://vkvideo.ru/video-218565915_456240850","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","Асафьев Стас","317 тыс просмотров·2 дня назад","","23:45","https://vkvideo.ru/video-218565915_456240850?t=0h23m45s"
"1740706190-112","https://vkvideo.ru/trends","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","https://vkvideo.ru/video-218565915_456240850","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","Асафьев Стас","317 тыс просмотров·2 дня назад","","28:30","https://vkvideo.ru/video-218565915_456240850?t=0h28m30s"
"1740706190-113","https://vkvideo.ru/trends","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","https://vkvideo.ru/video-218565915_456240850","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","Асафьев Стас","317 тыс просмотров·2 дня назад","","https://ratata.ru/","https://vkvideo.ru/away.php?to=https%3A%2F%2Fratata.ru%2F&cc_key="
"1740706190-114","https://vkvideo.ru/trends","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","https://vkvideo.ru/video-218565915_456240850","Электроповестка — всё? | Кибертрак разбился на 5 звёзд","Асафьев Стас","317 тыс просмотров·2 дня назад","","https://clck.ru/394xoB","https://vkvideo.ru/away.php?to=https%3A%2F%2Fclck.ru%2F394xoB&cc_key="
"1740706196-115","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","Павлик такой красивый","",""
"1740706196-116","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","Гостевой директор топ  Варваре и гостям 🫶🫶🫶","",""
"1740706196-117","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","Какой талантливый парень Кирилл!!!!  артист! Ох артист!!!","",""
"1740706196-118","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","","https://ozon.ru/t/gKRb9Y9","https://vkvideo.ru/away.php?to=https%3A%2F%2Fozon.ru%2Ft%2FgKRb9Y9&cc_key="
"1740706196-119","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","","https://ozon.ru/t/XEKejY7","https://vkvideo.ru/away.php?to=https%3A%2F%2Fozon.ru%2Ft%2FXEKejY7&cc_key="
"1740706196-120","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","","https://vk.cc/cHYJYR","https://vkvideo.ru/away.php?to=https%3A%2F%2Fbeeline.ru%2Funlim_video%3Futm_source%3Dvkontakte%26utm_medium%3Ddisplay%26utm_campaign%3Dmedia_0125_sim_general%257Cunlim_video%26utm_content%3Dinstr_all%26utm_term%3D158183&cc_key=cHYJYR"
"1740706196-121","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","","https://s.ozon.ru/yOQn85j?erid=2VtzqxJ7e1s","https://vkvideo.ru/away.php?to=https%3A%2F%2Fs.ozon.ru%2FyOQn85j%3Ferid%3D2VtzqxJ7e1s&cc_key="
"1740706196-122","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","","https://vk.com/pavlikvodolei","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fpavlikvodolei&cc_key="
"1740706196-123","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","","https://vk.com/kartoshka.ivanovna","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fkartoshka.ivanovna&cc_key="
"1740706196-124","https://vkvideo.ru/trends","В гостях у Вари | Павлик Водолей и Кирилл Малышев","https://vkvideo.ru/video-219482354_456239408","В гостях у Вари | Павлик Водолей и Кирилл Малышев","Варвара Щербакова по вашим интересам!","384 тыс просмотров·1 день назад","","https://vk.com/varjauletela","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fvarjauletela&cc_key="
"1740706201-125","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","Михеев краусавчик в лоб как есть говорит!)","",""
"1740706201-126","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","Эх не попали-бы пацаны к очередной хитрой морде как с первым каблуком, Дорох добрый очень а наш Сибирский Дэн не за всём уследить может","",""
"1740706201-127","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","2-й выпуск разговоров ни о чем, диски херня что первые что вторые... А так хорошо всё начиналось...где процесс изготовления??? Это-же самый сок, а не БУБУБУБУБУ мы сделали то и это...","",""
"1740706201-128","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://t.me/Winline_WinbusBot","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2FWinline_WinbusBot&cc_key="
"1740706201-129","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","0:20","https://vkvideo.ru/video-221130436_456239542?t=0h0m20s"
"1740706201-130","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","1:52","https://vkvideo.ru/video-221130436_456239542?t=0h1m52s"
"1740706201-131","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","3:44","https://vkvideo.ru/video-221130436_456239542?t=0h3m44s"
"1740706201-132","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","9:09","https://vkvideo.ru/video-221130436_456239542?t=0h9m9s"
"1740706201-133","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","10:25","https://vkvideo.ru/video-221130436_456239542?t=0h10m25s"
"1740706201-134","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","19:29","https://vkvideo.ru/video-221130436_456239542?t=0h19m29s"
"1740706201-135","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","23:48","https://vkvideo.ru/video-221130436_456239542?t=0h23m48s"
"1740706201-136","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","25:41","https://vkvideo.ru/video-221130436_456239542?t=0h25m41s"
"1740706201-137","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","32:44","https://vkvideo.ru/video-221130436_456239542?t=0h32m44s"
"1740706201-138","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://asatura.ru","https://vkvideo.ru/away.php?to=https%3A%2F%2Fasatura.ru&cc_key="
"1740706201-139","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://stankevichdesign.ru/winbus","https://vkvideo.ru/away.php?to=https%3A%2F%2Fstankevichdesign.ru%2Fwinbus&cc_key="
"1740706201-140","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://interiors.stankevichdesign.ru/winbus","https://vkvideo.ru/away.php?to=https%3A%2F%2Finteriors.stankevichdesign.ru%2Fwinbus&cc_key="
"1740706201-141","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://t.me/stankevichdesign","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2Fstankevichdesign&cc_key="
"1740706201-142","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://vk.com/parkovka_show","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fparkovka_show&cc_key="
"1740706201-143","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://youtube.com/@DorohovDenis","https://vkvideo.ru/away.php?to=https%3A%2F%2Fyoutube.com%2F%40DorohovDenis&cc_key="
"1740706201-144","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://t.me/DenisDorokhov1987","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2FDenisDorokhov1987&cc_key="
"1740706201-145","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://vk.com/doroxovdenis","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fdoroxovdenis&cc_key="
"1740706201-146","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://vk.com/club221130436","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fclub221130436&cc_key="
"1740706201-147","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://t.me/miheevpavlov_pro","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2Fmiheevpavlov_pro&cc_key="
"1740706201-148","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","https://youtube.com/@miheevipavlov","https://vkvideo.ru/away.php?to=https%3A%2F%2Fyoutube.com%2F%40miheevipavlov&cc_key="
"1740706201-149","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#chevrolet","https://vkvideo.ru/video?q=%23chevrolet"
"1740706201-150","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#express","https://vkvideo.ru/video?q=%23express"
"1740706201-151","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#тюннинг","https://vkvideo.ru/video?q=%23%D1%82%D1%8E%D0%BD%D0%BD%D0%B8%D0%BD%D0%B3"
"1740706201-152","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#рыцарьдорох","https://vkvideo.ru/video?q=%23%D1%80%D1%8B%D1%86%D0%B0%D1%80%D1%8C%D0%B4%D0%BE%D1%80%D0%BE%D1%85"
"1740706201-153","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#михеевипавлов","https://vkvideo.ru/video?q=%23%D0%BC%D0%B8%D1%85%D0%B5%D0%B5%D0%B2%D0%B8%D0%BF%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2"
"1740706201-154","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#дорохов","https://vkvideo.ru/video?q=%23%D0%B4%D0%BE%D1%80%D0%BE%D1%85%D0%BE%D0%B2"
"1740706201-155","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#разгон","https://vkvideo.ru/video?q=%23%D1%80%D0%B0%D0%B7%D0%B3%D0%BE%D0%BD"
"1740706201-156","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#автошоу","https://vkvideo.ru/video?q=%23%D0%B0%D0%B2%D1%82%D0%BE%D1%88%D0%BE%D1%83"
"1740706201-157","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#mediumquality","https://vkvideo.ru/video?q=%23mediumquality"
"1740706201-158","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#михеев","https://vkvideo.ru/video?q=%23%D0%BC%D0%B8%D1%85%D0%B5%D0%B5%D0%B2"
"1740706201-159","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#павлов","https://vkvideo.ru/video?q=%23%D0%BF%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2"
"1740706201-160","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#кастом","https://vkvideo.ru/video?q=%23%D0%BA%D0%B0%D1%81%D1%82%D0%BE%D0%BC"
"1740706201-161","https://vkvideo.ru/trends","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","https://vkvideo.ru/video-221130436_456239542","WINBUS #2. Новые диски Дороха, Михеев не верит в затею.","Парковка","462 тыс просмотров·1 день назад","","#winbus","https://vkvideo.ru/video?q=%23winbus"
"1740706205-162","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","На таракане порвало!!","",""
"1740706205-163","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","Darya, как здорово вы устроились) Я не защищаю её, но вы себя разве лучше ведёте?) Как маленький ребёнок, который уши закрыл, чтобы не слышать, что ему родители говорят... Или живёте по принципу ""есть моё мнение и неправильной""?","",""
"1740706205-164","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","Гагарина как была своеобразная, так и тут была: то любишь, то ненавидишь. свой сложный характер показала (как капризная девочка с большими эмоциями и самомнением), он явно на любителя - я любитель, я кайфанул)","",""
"1740706205-165","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://vk.cc/cIBoKs","https://vkvideo.ru/away.php?to=https%3A%2F%2Fmagic-x-store.com%2Fproducts%2Fhonor-magic7%3Futm_campaign%3D2025q1honor_magic7pro_shows_february-march_special_project%26utm_medium%3Dcpv%26utm_source%3Dvk_video%26utm_content%3Dgromkiy_vopros%26utm_term%3Dintegration_60sec%26erid%3D%21%255Berir0%255D&cc_key=cIBoKs"
"1740706205-166","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://smokemachinecrew.ru/","https://vkvideo.ru/away.php?to=https%3A%2F%2Fsmokemachinecrew.ru%2F&cc_key="
"1740706205-167","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://vk.com/improcom","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fimprocom&cc_key="
"1740706205-168","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://www.gagarina.com","https://vkvideo.ru/away.php?to=https%3A%2F%2Fwww.gagarina.com&cc_key="
"1740706205-169","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://vk.com/polinagagarina","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fpolinagagarina&cc_key="
"1740706205-170","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://vk.com/arseniyspopov","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Farseniyspopov&cc_key="
"1740706205-171","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://vk.com/pozov.channel","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fpozov.channel&cc_key="
"1740706205-172","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://vk.com/id276560","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fid276560&cc_key="
"1740706205-173","https://vkvideo.ru/trends","Громкий вопрос с Полиной Гагариной","https://vkvideo.ru/video-203677279_456241485","Громкий вопрос с Полиной Гагариной","Импроком","467 тыс просмотров·13 часов назад","","https://vk.com/shastoon.channel","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fshastoon.channel&cc_key="
"1740706209-174","https://vkvideo.ru/trends","Стыдно знать | Амарян vs Дедищев","https://vkvideo.ru/video-209976560_456240631","Стыдно знать | Амарян vs Дедищев","LABELCOM","648 тыс просмотров·1 день назад","За викторию тоже вкурсе
это скорее всего просто популярный сорт
Еще «ганабобель» в Нижнем так голубику называют у Паши в шоу было это слово","",""
"1740706209-175","https://vkvideo.ru/trends","Стыдно знать | Амарян vs Дедищев","https://vkvideo.ru/video-209976560_456240631","Стыдно знать | Амарян vs Дедищев","LABELCOM","648 тыс просмотров·1 день назад","Я не фанат покемонов, но даже Я знаю что Пикачу это вторая форма покемона","",""
"1740706209-176","https://vkvideo.ru/trends","Стыдно знать | Амарян vs Дедищев","https://vkvideo.ru/video-209976560_456240631","Стыдно знать | Амарян vs Дедищев","LABELCOM","648 тыс просмотров·1 день назад","Витя - Ака! 
Какое солнце?","",""
"1740706209-177","https://vkvideo.ru/trends","Стыдно знать | Амарян vs Дедищев","https://vkvideo.ru/video-209976560_456240631","Стыдно знать | Амарян vs Дедищев","LABELCOM","648 тыс просмотров·1 день назад","","https://dplnk.ru/stydnoznat","https://vkvideo.ru/away.php?to=https%3A%2F%2Fdplnk.ru%2Fstydnoznat&cc_key="
"1740706209-178","https://vkvideo.ru/trends","Стыдно знать | Амарян vs Дедищев","https://vkvideo.ru/video-209976560_456240631","Стыдно знать | Амарян vs Дедищев","LABELCOM","648 тыс просмотров·1 день назад","","https://vk.cc/cIKEmA","https://vkvideo.ru/away.php?to=https%3A%2F%2Ftrk.mail.ru%2Fc%2Fypnkc1%3Fmt_campaign%3Dstidnoznat&cc_key=cIKEmA"
"1740706209-179","https://vkvideo.ru/trends","Стыдно знать | Амарян vs Дедищев","https://vkvideo.ru/video-209976560_456240631","Стыдно знать | Амарян vs Дедищев","LABELCOM","648 тыс просмотров·1 день назад","","https://vk.cc/cIBp9V","https://vkvideo.ru/away.php?to=https%3A%2F%2Fmagic-x-store.com%2Fproducts%2Fhonor-magic7%3Futm_campaign%3D2025q1honor_magic7pro_shows_february-march_special_project%26utm_medium%3Dcpv%26utm_source%3Dvk_video%26utm_content%3Dstydno_znat%26utm_term%3Dpre-roll%26erid%3D%21%255Berir0%255D&cc_key=cIBp9V"
"1740706215-180","https://vkvideo.ru/trends","Женское шоу #7. Карина Кросс","https://vkvideo.ru/video-220754053_456242989","Женское шоу #7. Карина Кросс","VK Видео","2,1 млн просмотров·16 часов назад","Штампуют теперь всякую х...ю ,блевантин конкретный ,оскорбления одни ,юмора ноль ,скатилось всё это медиум куалити в туза ,шлак ...","",""
"1740706215-181","https://vkvideo.ru/trends","Женское шоу #7. Карина Кросс","https://vkvideo.ru/video-220754053_456242989","Женское шоу #7. Карина Кросс","VK Видео","2,1 млн просмотров·16 часов назад","У них все ведущие вначале типа спят?","",""
"1740706215-182","https://vkvideo.ru/trends","Женское шоу #7. Карина Кросс","https://vkvideo.ru/video-220754053_456242989","Женское шоу #7. Карина Кросс","VK Видео","2,1 млн просмотров·16 часов назад","Г кто вам шутки Кто вам шутки придумывает покажите кто вам шутки придумывает покажите героевкто вам шутки придумывает, покажите героев?","",""
"1740706215-183","https://vkvideo.ru/trends","Женское шоу #7. Карина Кросс","https://vkvideo.ru/video-220754053_456242989","Женское шоу #7. Карина Кросс","VK Видео","2,1 млн просмотров·16 часов назад","","https://s.ozon.ru/JYVj37R?erid=2VtzqxJ7e1s","https://vkvideo.ru/away.php?to=https%3A%2F%2Fs.ozon.ru%2FJYVj37R%3Ferid%3D2VtzqxJ7e1s&cc_key="
